surname,frequency_first
GARCIA DE LAS BAYONAS,150
SCHROEDER,150
DONIGA,150
JAMAI,150
ALVAREZ DE CIENFUEGOS,150
BLANCHARD,150
KHALIFA,150
DANAILOVA,150
DIAB,150
MBALLOW,150
SCHAEFER,150
ERRAMI,150
KHARRAZ,150
MARROUN,150
TONG,150
GASSA,150
ZIRAR,150
KOWALSKI,150
ACHOURI,150
BAHRAOUI,150
RAO,150
FAULKNER,150
KUSHNIR,150
CHAKIRI,150
RAHHALI,150
MIDDLETON,150
CIOARA,150
MINCA,150
TROFIN,150
BELMAMOUN,150
MIHU,150
CORVINOS,149
ACURIO,149
LIZAUR,149
LOZAR,149
MOLIAS,149
PURIFICACION,149
CANELLAS,149
ASES,149
LARRAN,149
MACAYO,149
ALPISTE,149
ANSUATEGUI,149
BOLA,149
PRIO,149
SIRGADO,149
GARSABALL,149
MALLOU,149
VILLAPALOS,149
PRESENCIA,149
DARNE,149
BLANCAT,149
GODINA,149
AREVALOS,149
GARCIA MAROTO,149
DE PAZOS,149
CARCHANO,149
HERVERA,149
MARTINEZ DE OSABA,149
CABRIADA,149
MOTERA,149
SELVI,149
HIJARRUBIA,149
ARCAL,149
AROLAS,149
DADIN,149
VALLELADO,149
ALGARAÑAZ,149
FOLGUERAL,149
JIMENEZ DE LOS GALANES,149
PASQUEL,149
UNAMUNZAGA,149
EXTREMIANA,149
MARTIN LOECHES,149
SANDALINAS,149
BARBEITOS,149
ALABERN,149
GAVINO,149
MARSINYACH,149
CLUSELLAS,149
RASILLO,149
ESCAT,149
JUANALS,149
LLACUNA,149
VINTRO,149
ARNELA,149
BURDALLO,149
GRABALOSA,149
GOLFE,149
BORRUT,149
FUENTESAL,149
LONGARON,149
COTOBAL,149
DE ANTON,149
RANGIL,149
LOPEZ REINA,149
LOPEZ DAVALILLO,149
LAINZ,149
ZARAUZ,149
GARCIA HIERRO,149
SANTAEUFEMIA,149
LUCENO,149
KAMENOVA,149
FROUFE,149
IDEHEN,149
KICHOUHI,149
EL ASRAOUI,149
BROWNE,149
COLY,149
CATRINA,149
AFAKIR,149
ADNAN,149
BIRCH,149
ZAHAF,149
DINESCU,149
STOKES,149
ZIDANE,149
CURCA,149
VANCEA,149
COZAC,149
ALLAL,148
NEBRIL,148
MADEIRA,148
ESPARRAGA,148
TAPIOLES,148
FUCIÑOS,148
JUSTAMANTE,148
GALLIZO,148
VENEROS,148
QUINGA,148
TORTONDA,148
GALDRAN,148
MARTIN MOYANO,148
TRAVES,148
CUMBRES,148
BRUNED,148
CIERCO,148
ECHARREN,148
ARISTE,148
ANAKABE,148
IMPERIAL,148
SASO,148
DOBAÑO,148
BETA,148
ELLACURIA,148
MARGENAT,148
PENIDO,148
COREA,148
ANTONELL,148
SENTANDREU,148
BALDUZ,148
COTERO,148
BERUETE,148
LASTERRA,148
RUPERTO,148
TELECHEA,148
MACHACA,148
YESA,148
MONFILLO,148
ABARZUZA,148
CURRIUS,148
CARITG,148
AURE,148
PUJOLAS,148
VIRELLA,148
IMBAQUINGO,148
LOPEZ DE LA VIEJA,148
MAGEN,148
ALMARCEGUI,148
GIBERNAU,148
SUMBA,148
BARREROS,148
MESTA,148
LARRIPA,148
OVALLES,148
PERUYERO,148
ARAUCO,148
BALLINA,148
REDOLAT,148
CAMPANERA,148
PRADANA,148
VILLARIAS,148
EPIFANIO,148
BALDERO,148
LOPEZ DE LOS MOZOS,148
SANCHEZ GUERRERO,148
BECEDAS,148
SIÑERIZ,148
BOIXADOS,148
MALTA,148
PALES,148
MARSO,148
SAN LEANDRO,148
UTERGA,148
ANTEPAZO,148
BEN AYAD,148
PINTER,148
ENGONGA,148
KHTIRA,148
MARCHESE,148
GUNTHER,148
BRUCE,148
AKROUH,148
DAGHMOUMI,148
MEKKAOUI,148
EL MAACH,148
SCHUBERT,148
BRYANT,148
EL KARKRI,148
JAOUAD,148
WATERS,148
ZUBAIR,148
FITZPATRICK,148
VRABIE,148
TUDORAN,148
GRAUR,148
TARANU,148
RIZWAN,148
ZIDARU,148
NUTU,148
WAQAS,148
GUARDE,147
PERELA,147
CORCOY,147
GASCONS,147
BARAZAL,147
HORCHE,147
RAMAYO,147
SANTURIO,147
DOÑAS,147
LAMPREA,147
SOBREDO,147
LAPERAL,147
STANEVA,147
DEOGRACIAS,147
ESMEL,147
LEQUERICA,147
LALIN,147
JODAS,147
VIADE,147
VIVIAN,147
GORANOVA,147
MANONELLES,147
JIMA,147
OGAZON,147
QUIMI,147
SABALLS,147
DERQUI,147
PALMAR,147
GRAÑO,147
PRECIOSO,147
SAINZA,147
RIFON,147
SANIA,147
BODON,147
PEDREROL,147
RIZALDOS,147
BELANCHE,147
HERBELLA,147
ARTIGUEZ,147
PASARON,147
ALEÑA,147
HERMS,147
FLETES,147
MARULL,147
CACEREÑO,147
CANCINO,147
VALENTINES,147
PITILLAS,147
COLIAS,147
ROCHEL,147
GOCE,147
BURREL,147
ZOTANO,147
BAHIA,147
DOCANDO,147
FERNANDEZ VELILLA,147
CORTACANS,147
PEREZ ARADROS,147
GIRAU,147
GUACOLLANTE,147
CAZA,147
STANKOVA,147
CALET,147
UBIETA,147
BERTHOLET,147
ESTOPIÑA,147
TORINOS,147
GARBISU,147
SIGCHO,147
TUBILLEJA,147
PINELL,147
HORTIGON,147
BASALLO,147
LASKURAIN,147
MACAU,147
ILDEFONSO,147
SAN NARCISO,147
LAMOSO,147
O'SHEA,147
PERRIN,147
ARCHER,147
PERRONE,147
TAHA,147
CHRIF,147
NOOR,147
EL BAZI,147
ONEA,147
AMZIL,147
ES SALHI,147
KABOURI,147
VALERIEV,147
DEACONU,147
BUTCHER,147
SYKES,147
MURARU,147
PISTON,146
HONTAÑON,146
BANDEIRA,146
DUPLA,146
SORAZU,146
JUARA,146
MIARNAU,146
COMAJUAN,146
AZCUTIA,146
FATSINI,146
ZUBIARRAIN,146
DOYAGUE,146
COSMO,146
BER,146
AYMAR,146
PARRILLO,146
ARGUEZ,146
TENIENTE,146
ARISO,146
CISTERNA,146
BRONCHALO,146
SANCHEZ PABLO,146
CARCHI,146
COOMONTE,146
SERDA,146
SAILEMA,146
CLUSELLA,146
MAGARZO,146
MARGALEJO,146
ROMERALO,146
BERNALES,146
ARIZNAVARRETA,146
BENEDET,146
FORMENTO,146
MONRABA,146
ZAGUIRRE,146
PENIDE,146
ARBAS,146
TEJEL,146
POLOP,146
AMILLS,146
MADICO,146
AMAS,146
COBIELLA,146
BLE,146
BOZAS,146
VALLANO,146
MARTIR,146
VERDIELL,146
ITURAIN,146
LUIZAGA,146
ROCASPANA,146
DOBLE,146
GAMBA,146
GARCIA RAMOS,146
CARCOBA,146
PUNSET,146
FINA,146
SOUCASE,146
VELAZQUEZ DE CASTRO,146
CINOS,146
SONET,146
CADRECHA,146
GIADAS,146
MARCHUET,146
MING,146
ABA,146
SIRES,146
IBAÑEZ DE OPACUA,146
LEONET,146
FREIXENET,146
CANFRAN,146
DE LA CARRERA,146
FERNANDEZ PEÑA,146
CAU,146
GARCIA DEL VALLE,146
BEN AISSA,146
FRITZ,146
EL GHALI,146
YASSINE,146
ZAMMOURI,146
ASEMOTA,146
LUCAN,146
ADIL,146
PRESTON,146
DICKSON,146
SISSOHO,146
GE,146
TKACHENKO,146
DENNIS,146
TARAN,146
VASILICA,146
XING,146
MERZOUKI,146
BOUKHANFRA,146
CAPRARU,146
LUPSA,146
PIRVULESCU,146
DUMITRAS,146
SUITA,145
OBIETA,145
ALFAMBRA,145
JARES,145
GARRAZA,145
CAÑUETO,145
ATANET,145
QUERENCIA,145
PANDELO,145
TIJERA,145
ALMACHI,145
ARAHUETES,145
DIAÑEZ,145
PENIS,145
GALARZO,145
GILAR,145
GRANDEZ,145
LENZA,145
CANDILEJO,145
MONESMA,145
GIGORRO,145
OCHOA DE ALDA,145
JUNGUITU,145
AREJULA,145
FARGALLO,145
RAUDALES,145
GARROCHENA,145
MARTINHO,145
PUJOLA,145
VERGUIZAS,145
DEL SANTO,145
FULLOLA,145
CUARTIELLES,145
TORBELLINO,145
ABARDIA,145
PADURA,145
RODULFO,145
PERPINYA,145
TOLOBA,145
VERGAZ,145
LOBEJON,145
AYAPE,145
JUANHUIX,145
LLONGARRIU,145
SORNOZA,145
GARAVITO,145
GRAGEDA,145
MONTRAVETA,145
ARRIAGADA,145
BALDRES,145
ESPASES,145
HUELIN,145
CERQUEDA,145
GENDRE,145
PUJANTELL,145
BASAS,145
CASALLAS,145
LIZANCOS,145
GARCIA DE LA VEGA,145
TELLOLS,145
GERMA,145
DE CORDOBA,145
NANTON,145
RIEROLA,145
DA CUÑA,145
FITER,145
POCA,145
ESCRIGAS,145
LUMERAS,145
TORRESCASANA,145
HISPAN,145
CAPELLIN,145
FRAMIT,145
IRUARRIZAGA,145
CUICHAN,145
MARTIN DOIMEADIOS,145
PAINCEIRAS,145
GUIJA,145
BOUZIAN,145
RODRIGUEZ DE VERA,145
AKALAI,145
CHELLAF,145
EL MEJDOUBI,145
LAZRAK,145
KONG,145
SERGEEVA,145
BENSLIMANE,145
EL AOUAD,145
CRAWFORD,145
EL ASRY,145
SAADAOUI,145
CHARCHAOUI,145
TUTU,145
BRASOVEANU,145
GHICA,145
KRAVCHUK,145
CIOACA,145
DEDIU,145
HOJDA,145
SIMIONESCU,145
SEIJIDO,144
DEL PUEBLO,144
GAUBECA,144
LARANGA,144
JARDIN,144
BORILLO,144
SAN CLEMENTE,144
SINTAS,144
DE LA COLINA,144
AGUIRRESAROBE,144
BANET,144
ALEDON,144
MOLIO,144
FONTALVA,144
FUENMAYOR,144
VILLAPUN,144
BELLOSTAS,144
TENEZACA,144
CESTAU,144
HONORES,144
MORRAJA,144
SANCHEZ NORIEGA,144
AGUIRREURRETA,144
BALLEGA,144
SERAPIO,144
SIBINA,144
BELASTEGUI,144
AULESTIA,144
MANDIOLA,144
CHAPARTEGUI,144
ELETA,144
AIGUADE,144
CARABAL,144
CHAGUACEDA,144
CORTACERO,144
IRAOLAGOITIA,144
PLANCHART,144
FINESTRES,144
ANCHELERGUES,144
ABDELKRIM,144
DO NASCIMIENTO,144
GONZALEZ DEL CAMPO,144
ANELLO,144
SENIS,144
URIO,144
SADHWANI,144
MAIDAGAN,144
HUELTES,144
TUBELLA,144
MOLADA,144
LISSEN,144
GORRI,144
PENAYO,144
AYRA,144
LLERAS,144
DRUDIS,144
PASQUAL,144
GUEORGUIEVA,144
CAGIGOS,144
EL AYACHI,144
MINCHEVA,144
JABEEN,144
PFEIFFER,144
MOSER,144
STOYCHEVA,144
GARCIA SALMONES,144
EL MOUMNI,144
MAURER,144
KHAMLICHI,144
BENAZZOUZ,144
BOYANOVA,144
ZAHIRI,144
KARMOUN,144
VOGT,144
TAOUMI,144
ESSADDIKI,144
CLEMENTS,144
GODFREY,144
BOUNOUA,144
COUNDOUL,144
MBATHIE,144
AHSAN,144
OLIYNYK,144
DOBSON,144
MORLEY,144
SZILAGYI,144
CIORBA,144
MARUNTELU,144
BUHAI,144
CIMPOERU,144
MIAO,144
DUET,143
SARACIBAR,143
CANDELERA,143
ROMUALDO,143
GALBETE,143
GIMBERNAT,143
OLIVART,143
CHURA,143
DUOCASTELLA,143
SAN GINES,143
CAPAPEY,143
AMELLA,143
NAVAIS,143
ASPRON,143
SECANELLA,143
BARBACIL,143
ZAPATERA,143
CHENA,143
GRANOLLERS,143
ZUBICARAY,143
VIGURIA,143
BUERGO,143
GALANO,143
ISUS,143
PELAY,143
UBIEDO,143
PROFITOS,143
QUINDIMIL,143
TORREBADELLA,143
CEPERUELO,143
IZQUIER,143
HERRARTE,143
LEGARRE,143
MUS,143
AUTET,143
DE LOS LLANOS,143
ENTERO,143
SAMBAD,143
TAVIRO,143
SANCRISTOBAL,143
CANICIO,143
PEREZ VICO,143
GIFREU,143
RIADIGOS,143
VALIOS,143
BANCHS,143
GRAÑENA,143
SAEZ DE VICUÑA,143
ESPINIELLA,143
TONEU,143
MAGIN,143
MOINA,143
LAUZURICA,143
CALSO,143
DONNAY,143
TOLIVIA,143
FREIXINET,143
BARBAT,143
MARTINEZ DE GUEREÑU,143
HUELMO,143
AUTONELL,143
BARRIOBERO,143
DIAZ DE RADA,143
CHIKHI,143
ZIYANI,143
ORLOVA,143
DKHISSI,143
ZERROUKI,143
GUL,143
JAADI,143
KUMARI,143
DANFAKHA,143
EL MAKHLOUFI,143
GUTU,143
MAJEED,143
KIS,143
TANASESCU,143
CHIRU,143
ANDONE,143
MEMIS,143
MACARENO,142
MANZANILLA,142
BANCHON,142
RABANAQUE,142
COMPAINS,142
DIEPPA,142
SACALUGA,142
GUEREDIAGA,142
IGAL,142
LARRABIDE,142
MELLINA,142
CUSME,142
LALANGUI,142
SALDISE,142
SUAÑA,142
ZORROZA,142
MUNTO,142
JAMA,142
CANDENAS,142
LESENDE,142
TAPIES,142
SIREROL,142
ZALDUMBIDE,142
DABRIO,142
SAENZ DIEZ,142
XARGAY,142
GARCIA DIEGO,142
BERRUETE,142
INESTAL,142
ARMIÑO,142
TENELEMA,142
ARRABALI,142
ATAZ,142
ESTRINGANA,142
SARGATAL,142
CUADRI,142
DE LAS FUENTES,142
GARIBO,142
BODEGAS,142
CONTRA,142
MORATIEL,142
GIFRE,142
MARIANA,142
COMET,142
SOBREVILLA,142
CORNELIO,142
VIAL,142
INURRIA,142
RECODER,142
TOLRA,142
MARTIN VIVEROS,142
GIRALDE,142
VEGAZO,142
ALEMAÑY,142
GONZALEZ ALLER,142
MARIDUEÑA,142
BOTAYA,142
REAÑO,142
SANTIÑO,142
SERRANOS,142
CACHIGUANGO,142
STANKOV,142
CONSTANTI,142
LAURE,142
BARNEO,142
BOOTELLO,142
ARCENTALES,142
ARMENGOT,142
MARTINEZ DE SALINAS,142
NUBIOLA,142
CONCHESO,142
MARIGIL,142
SAUCH,142
SUENA,142
MURAT,142
MORETE,142
CARCELLE,142
CODESEDA,142
NAZAR,142
NTUTUMU,142
REMISEIRO,142
FIALLEGAS,142
UYA,142
VALLINOT,142
SALVAN,142
SPINELLI,142
HICHOU,142
HAMMADA,142
AFIA,142
EL KANFOUDI,142
FRANKLIN,142
OGBEIDE,142
CAREY,142
EZE,142
LAMCHACHTI,142
BEJENARU,142
GIURCA,142
OKOYE,142
LIAN,142
VODA,142
HANGANU,142
JARVIS,142
TUTUIANU,142
OZAMIZ,141
SANCHEZ ARJONA,141
VIDAGANY,141
ANDORRA,141
CONCELLON,141
CIVIL,141
ESCO,141
AGUIRRECHE,141
BERNUS,141
CABIEDAS,141
MALTAS,141
SOILAN,141
ARTEAGOITIA,141
GUILLENA,141
ORTIZ DE LANDALUCE,141
CORZON,141
LLAUGER,141
AMEZTOY,141
TRENOR,141
MADUREIRA,141
PANTION,141
MILLOR,141
ZUBIATE,141
SILGO,141
SANTA BARBARA,141
EGUILEOR,141
LUIÑA,141
PASQUIN,141
MAJOS,141
BIETO,141
ARRONTES,141
CONTESTI,141
SIGCHA,141
ENDRINA,141
GUERA,141
MOGORT,141
SOBRERO,141
CONSTANS,141
MALAGARRIGA,141
TREINTA,141
CLA,141
PANCHI,141
FLEXAS,141
COTALLO,141
ORCERO,141
DE DUEÑAS,141
TALAVERO,141
CEÑERA,141
ESCARMENA,141
NOVEJARQUE,141
LABEAGA,141
CAPPA,141
GOJENOLA,141
GANZARAIN,141
GARABATOS,141
ESBERT,141
MAR,141
ACARREGUI,141
CALEYA,141
ARMINGOL,141
ERKIZIA,141
LOPEZ DE GOICOECHEA,141
PIRACES,141
GUINDULAIN,141
COSTILLO,141
DEL VIGO,141
RUIZ DE ERENCHUN,141
AWAN,141
GODRID,141
TRIFONOVA,141
PEREZ ARANDA,141
AGINAGA,141
OLIVERI,141
AALI,141
BARONE,141
SEDDIK,141
OMOREGIE,141
LEROY,141
ALBRECHT,141
BELBACHIR,141
DARBOE,141
HADINI,141
MBACKE,141
SAYAH,141
GIBBONS,141
TOWNSEND,141
CERNEA,141
SASU,141
VACARU,141
NICU,141
AMARIEI,141
MAYE,140
CASTROMAN,140
FACERIAS,140
TUBILLA,140
ANGAMARCA,140
ANIBARRO,140
ARBILLA,140
URIBELARREA,140
AVILEZ,140
ALAMILLA,140
GIAO,140
LLEVOT,140
RAMONELL,140
JARANDILLA,140
LEITAO,140
FORNEIRO,140
SALANUEVA,140
MECERREYES,140
GAMIO,140
ARENES,140
ABIN,140
DIENTE,140
ANSIA,140
CARTUJO,140
GARDELLA,140
SOLAN,140
VIGATA,140
DE INES,140
FIGA,140
JABALOYAS,140
BORBA,140
GARABOTE,140
MAZARICO,140
SANCHEZ HERRERA,140
ESPOT,140
MANZANET,140
REBORIDO,140
GALVAO,140
PAÑO,140
VISANZAY,140
HONTANGAS,140
MARCER,140
MORETO,140
BORDONADA,140
ESTECHA,140
PIS,140
SEMIS,140
VENCES,140
ALDEGUNDE,140
CAMPRODON,140
MARZABAL,140
TRESGUERRES,140
VOLTA,140
JORNA,140
LOUGEDO,140
SULE,140
VILARCHAO,140
LLUSAR,140
TALAVERANO,140
VALEN,140
CALLS,140
SANCHEZ BRUNETE,140
ATOCHERO,140
GUIXERAS,140
TIELVE,140
BAQUER,140
VAZ ROMERO,140
KINDELAN,140
ALVAREZ DE LARA,140
ESTEVANEZ,140
CALVIS,140
FUSALBA,140
MEHAND,140
LOPEZ DE LA NIETA,140
PRERA,140
FORADADA,140
ERANSUS,140
NUBLA,140
MARQUEZ DE PRADO,140
ARBOLES,140
ARRABE,140
DE GISPERT,140
ESCURRIOLA,140
ALCAHUT,140
AMEIJIDE,140
ROMERO DEL HOMBREBUENO,140
MARTINEZ FALERO,140
TORTI,140
TROYAS,140
DUCHEL,140
PISADOR,140
VISCONTI,140
SETTI,140
JAGANA,140
EL YEMLAHI,140
BOYD,140
BASSOU,140
BAHA,140
KANDIL,140
LUND,140
DAKIR,140
CALABRESE,140
CHAMBERLAIN,140
KOWALCZYK,140
ALHASSAN,140
MAKRANI,140
BARLOW,140
POGHOSYAN,140
KONTE,140
LEMHAMDI,140
BEKHAKH,140
CRETA,140
ZULFIQAR,140
AZOUZOUT,140
CIORNEI,140
TANASIE,140
CUASANTE,139
SARTAL,139
ALBISTUR,139
VEIGAS,139
MOURON,139
DELCLOS,139
PANACH,139
CARCAÑO,139
ESCARP,139
ALIX,139
LEONIS,139
ARDINES,139
ARBONIES,139
CALASANZ,139
OSTALE,139
BAJON,139
COBALEA,139
ARTAMENDI,139
PRISCO,139
OIARZABAL,139
SILANES,139
CRIBEIRO,139
GUBIA,139
OROBIO,139
LAVALL,139
SUARDIAZ,139
TOYAS,139
URRAZA,139
NAREJOS,139
AMIEIRO,139
FAUBELL,139
ALMON,139
ARAMBUL,139
CONFORME,139
RIVALLO,139
FUXA,139
RODELLAS,139
DE ROZAS,139
LUCA DE TENA,139
MERINAS,139
BERREZUETA,139
TEL,139
ZUCAR,139
BARRANTE,139
DIAZ MORENO,139
LIEBANES,139
ALDUDO,139
ELGEZABAL,139
NACENTA,139
MARTIRENA,139
ESCRIVA DE ROMANI,139
MERLAN,139
SIANES,139
BARRUTIETA,139
LAVANDERO,139
SANCHEZ DE PABLO,139
JUVERA,139
SOLERNOU,139
GERONES,139
RAMALHO,139
ARGUDIN,139
CALAS,139
SOLADANA,139
ARINERO,139
MAYOBRE,139
CABELLO DE ALBA,139
ABERTURAS,139
DE LA DEHESA,139
FERNANDEZ TRUJILLO,139
ARZALLUZ,139
RONCALES,139
TORRUBIAS,139
MILIA,139
MUYO,139
MOLERES,139
QUEIPO DE LLANO,139
SUESTA,139
FACIABEN,139
MOJIO,139
ALDEANUEVA,139
DEL CUVILLO,139
SOMMER,139
ANTHONY,139
CHRISTIANSEN,139
NACHIT,139
MILLAR,139
MANOUACH,139
EL MAJDOUB,139
MOUHOU,139
ASARE,139
DIANE,139
HAQUE,139
VESA,139
BAGHDASARYAN,139
STRATULAT,139
OPRESCU,139
PARVEZ,139
OYANA,138
PILDAIN,138
ARIENZA,138
FAJARNES,138
SANTAEULARIA,138
ROBISCO,138
VELANDO,138
NAVINES,138
GUNTIÑAS,138
INCHAUSPE,138
CISNERO,138
CAMPAÑON,138
VALLCANERAS,138
BUSCATO,138
CADIMA,138
SANMILLAN,138
PIDRE,138
MORELLON,138
REZUSTA,138
PEREZ DE CIRIZA,138
ARANTEGUI,138
OCHOA DE RETANA,138
BERGERA,138
ARANTZAMENDI,138
ZALLO,138
BERRENDERO,138
MANQUILLO,138
AZUMENDI,138
BILBATUA,138
GARCIA DEL PINO,138
NOVALVOS,138
FONCEA,138
JULCA,138
DUATIS,138
SUQUILANDA,138
GAIRIN,138
GALLARRETA,138
CHANCAY,138
FELIPO,138
CARRANDI,138
SAN BRUNO,138
CERNADA,138
HERVALEJO,138
MONICO,138
SOGUES,138
TASIAS,138
GRAULLERA,138
SONSECA,138
LANCINA,138
ASSO,138
FRONTADO,138
LALANDA,138
LANZON,138
TAVERNER,138
BARDAL,138
GIRALDES,138
LARRED,138
ALMAR,138
LUPON,138
ATXURRA,138
CACHIMUEL,138
MOTREL,138
SIMAO,138
UGUET,138
LAYANA,138
CORNELLAS,138
NATES,138
CABILLA,138
VINACHES,138
BARDES,138
LUS,138
MARTINEZ DE AGUIRRE,138
TRIFONOV,138
ITXASO,138
GISTAS,138
RONCEL,138
VAZQUEZ DE PRADA,138
PEREZ DE VARGAS,138
OLIVIERI,138
D'AMBROSIO,138
MARCHAND,138
EL MESSARI,138
HOLM,138
NAGEL,138
CHAMLAL,138
BADER,138
LUDWIG,138
CIRA,138
KAUFMANN,138
BRADSHAW,138
OMORODION,138
BENJELLOUN,138
MEIJER,138
TAMIMI,138
ANGHELESCU,138
HUTANU,138
MOGOS,138
CAVALCANTE,137
FERNANDEZ DEL CAMPO,137
HONTIYUELO,137
FERNAN,137
ZUGADI,137
BONIAS,137
CASTROAGUDIN,137
GELMA,137
GAZOL,137
SAMPRON,137
GARCIA ARANDA,137
PERDONES,137
CASAÑE,137
DIAZ DE TUESTA,137
GUINDEL,137
GUIJAS,137
DIAZ MAYORDOMO,137
RIVELLES,137
BELAMENDIA,137
SANCHEZ MONTAÑEZ,137
CARABE,137
CONCHILLA,137
FORGAS,137
MOZA,137
LOYA,137
FREYRE,137
LISBOA,137
MACARULLA,137
SOTOLONGO,137
LALIGA,137
LINAZASORO,137
DOTE,137
ESTIVALIS,137
BARINAGARREMENTERIA,137
CAZAS,137
COLONQUES,137
LINES,137
VILLARET,137
INFESTAS,137
MALMAGRO,137
SID AHMED,137
SILVOSO,137
FELICI,137
GUEDELLA,137
BUDI,137
MICAELO,137
GARCIA QUISMONDO,137
MORLAS,137
ZAMARRIPA,137
SANDOYA,137
ACHAERANDIO,137
MALAINA,137
LLADONOSA,137
LACLAUSTRA,137
BOLLAR,137
ROBADO,137
LOPEZ BRAVO,137
PERICET,137
ESPLIEGO,137
CHERREZ,137
LARROCA,137
AURTENETXE,137
BORRAT,137
FEAS,137
PURI,137
MEHMEDOV,137
BEN SALAH,137
BARUA,137
HAMMAD,137
SANDER,137
PALMIERI,137
JAMALI,137
PEETERS,137
SEDDIKI,137
GRASSO,137
KOZLOVA,137
DEME,137
HOWE,137
KIRBY,137
SHAKEEL,137
MIHALCA,137
MUSCA,137
SALAJAN,137
GANCHOZO,136
QUEREJAZU,136
CARRAVILLA,136
CAUREL,136
RUMOROSO,136
ANTEPARA,136
BLANDINO,136
SELLENS,136
CHILIQUINGA,136
DOALLO,136
ECHALECU,136
GORGOSO,136
TRASCASA,136
TACERO,136
ALEO,136
LESTAYO,136
ORBAÑANOS,136
QUIDIELLO,136
JOYAS,136
FERNANDEZ DE GAMBOA,136
ESMERALDA,136
RIEIRO,136
SAMARIN,136
ESCOS,136
ALABARCES,136
TOBARIAS,136
ALBENDIZ,136
CERQUEIRAS,136
EPALZA,136
OZCOZ,136
BARAMBONES,136
CARBELO,136
ARTIACH,136
ZAFORAS,136
DE MAGALHAES,136
SAMUEZA,136
BARTRES,136
CENGOTITABENGOA,136
SAGRARIO,136
ACHIAGA,136
COZ,136
BOZALONGO,136
INTXAURRAGA,136
MUYOR,136
MILUD,136
LENDRINO,136
PIGUILLEM,136
RODRIGUEZ BORLADO,136
TAHOCES,136
ECHAZARRETA,136
CARDESA,136
IRAGUI,136
ITURRIETA,136
JOLI,136
RABINAL,136
DIAZ DE LEZANA,136
AGUNDO,136
DOLON,136
MARTINEZ DE VELASCO,136
DESVIAT,136
DOURAL,136
GODAS,136
MONCALIAN,136
ORIZALES,136
PEREZ DE SAN ROMAN,136
MAZUERA,136
ACHON,136
ALIFA,136
MOREO,136
DE LOZAR,136
CIERO,136
PAYAS,136
REGATO,136
SANCHEZ INFANTES,136
AMSELEM,136
MAYNE,136
AMICH,136
DIGES,136
MINCHEV,136
DIAZ PINES,136
MASSON,136
GARCIA REDONDO,136
URSA,136
MADSEN,136
MERABET,136
HALIM,136
BOUALAM,136
DE GROOT,136
FRANKE,136
TABET,136
EL MIMOUNI,136
GOURARI,136
JOVANOVIC,136
ONIGA,136
RANDALL,136
TAOUATI,136
HOLDEN,136
DOUMBOUYA,136
SCHOFIELD,136
CALINESCU,136
DINA,136
ANGHELUTA,136
ULICI,136
BORDEA,136
STUPARU,136
MANDACHE,136
DE MIRANDA,135
ALADID,135
ASTORQUIZA,135
LOPEZ DE AYALA,135
LOPEZ PELAEZ,135
INDIA,135
LOS SANTOS,135
ALDACO,135
ALFOSEA,135
EGOZCUE,135
ALCARIO,135
VITALES,135
CONDEMINAS,135
DE GODOS,135
BASTE,135
LETURIA,135
HACHERO,135
ABRIO,135
ANDUIX,135
SANCHEZ PRIETO,135
AZULA,135
PANCHANA,135
AVEIGA,135
TAMAY,135
ARNIZ,135
PAQUE,135
PEGUERA,135
CANTI,135
LOSTADO,135
LAFAJA,135
CENTOL,135
SALUEÑA,135
CHEDAS,135
LABADIA,135
SENCIALES,135
UHIA,135
ESCOURIDO,135
QUIBUS,135
AHIS,135
REALPE,135
ATENCIANO,135
BONEU,135
NAVAZA,135
BARDAVIO,135
JUNI,135
ESCALERO,135
LACIDA,135
DE LA COVA,135
MELENDREZ,135
DIAZ DE GARAYO,135
MOISES,135
LARRAMONA,135
CRUCHAGA,135
LOPEZ DE LA FRANCA,135
MONDARAY,135
PATARRO,135
SAMIT,135
FAIG,135
ARDIONS,135
BORREGAN,135
ARROYAL,135
CHINE,135
AGOIZ,135
ROMERO DE LA OSA,135
TORESANO,135
ALEJANO,135
BORGOÑON,135
SARCEDA,135
GERIQUE,135
VARELLA,135
VELEDO,135
LABAD,135
SEBE,135
OIARTZABAL,135
CANIVE,135
GUTIERREZ RAVE,135
MARTIN LUENGO,135
MADRENAS,135
URRICELQUI,135
LICERAN,135
SAMARANCH,135
LAVAYEN,135
FANEGAS,135
GARCIA HIDALGO,135
AKHTER,135
YUSEIN,135
KNORR,135
LAINE,135
SANCHEZ DEL RIO,135
CASTELLI,135
SOUVIRON,135
ADEL,135
SAMI,135
MAJOR,135
MAIGA,135
DAHHOU,135
ADNANI,135
CHIRAN,135
NGO,135
REILLY,135
LING,135
NAJJARI,135
ZEKRAOUI,135
BOUMAAZA,135
BULL,135
KAMRAN,135
KRIM,135
SAVAGE,135
MUKHTAR,135
TINCU,135
DUDAU,135
ENTONADO,134
CUMBICOS,134
URIONABARRENECHEA,134
VENEGA,134
ROTELLA,134
DIAZ DE LOS BERNARDOS,134
NAZARENO,134
AREAS,134
MALNERO,134
LLOBAT,134
TOMASA,134
SECANELL,134
DUTRA,134
JIMENEZ ORTIZ,134
PINHO,134
TOIRAN,134
RASPEÑO,134
CARBELLIDO,134
MONTARROSO,134
MOSTACERO,134
PINTANEL,134
DOIZ,134
COMBALIA,134
PUIGARNAU,134
GARCIA SAAVEDRA,134
CERDO,134
